date,close,volume,open,high,low
9/18/17,158.67,28157630,160.11,160.5,157.995
9/15/17,159.88,48846060,158.47,160.97,158
9/14/17,158.28,23637310,158.99,159.4,158.09
9/13/17,159.65,44866280,159.87,159.96,157.91
9/12/17,160.86,71574560,162.61,163.96,158.77
9/11/17,161.5,31506890,160.5,162.05,159.89
9/8/17,158.63,28411740,160.86,161.15,158.53
9/7/17,161.26,21905160,162.09,162.24,160.36
9/6/17,161.91,21610300,162.71,162.99,160.52
9/5/17,162.08,29491910,163.75,164.25,160.56
9/1/17,164.05,16564340,164.8,164.94,163.63
8/31/17,164,26729940,163.64,164.52,163.48
8/30/17,163.35,27215770,163.8,163.89,162.61
8/29/17,162.91,29451050,160.1,163.12,160
8/28/17,161.47,25649890,160.14,162,159.93
8/25/17,159.86,25184600,159.65,160.56,159.27
8/24/17,159.27,19782170,160.43,160.74,158.55
8/23/17,159.98,19376940,159.07,160.47,158.88
8/22/17,159.78,21564890,158.23,160,158.02
8/21/17,157.21,26330070,157.5,157.89,155.1101
8/18/17,157.5,27391950,157.86,159.5,156.72
8/17/17,157.86,27377960,160.52,160.71,157.84
8/16/17,160.95,27607370,161.94,162.51,160.15
8/15/17,161.6,29377630,160.66,162.195,160.14
8/14/17,159.85,22074760,159.32,160.21,158.75
8/11/17,157.48,26208970,156.6,158.5728,156.07
8/10/17,155.32,39636190,159.9,160,154.63
8/9/17,161.06,26060430,159.26,161.27,159.11
8/8/17,160.08,36127490,158.6,161.83,158.27
8/7/17,158.81,21827400,157.06,158.92,156.6701
8/4/17,156.39,20514810,156.07,157.4,155.69
8/3/17,155.57,26604140,157.05,157.21,155.02
8/2/17,157.14,69726440,159.28,159.75,156.16
8/1/17,150.05,33669020,149.1,150.22,148.41
7/31/17,148.73,19690420,149.9,150.33,148.13
7/28/17,149.5,17192770,149.89,150.23,149.19
7/27/17,150.56,32429770,153.75,153.99,147.3
7/26/17,153.46,15649120,153.35,153.93,153.06
7/25/17,152.74,18798250,151.8,153.84,151.8
7/24/17,152.09,21466370,150.58,152.44,149.9
7/21/17,150.27,25111310,149.99,150.44,148.88
7/20/17,150.34,17170490,151.5,151.74,150.19
7/19/17,151.02,20859830,150.48,151.42,149.95
7/18/17,150.08,17837130,149.2,150.13,148.67
7/17/17,149.56,23765710,148.82,150.9,148.57
7/14/17,149.04,20117070,147.97,149.33,147.33
7/13/17,147.77,25080500,145.5,148.49,145.44
7/12/17,145.74,24833800,145.87,146.18,144.82
7/11/17,145.53,18647220,144.73,145.85,144.38
7/10/17,145.06,21080580,144.11,145.95,143.37
7/7/17,144.18,18527000,142.9,144.75,142.9
7/6/17,142.73,24110330,143.02,143.5,142.41
7/5/17,144.09,21550270,143.69,144.79,142.7237
7/3/17,143.5,14277850,144.88,145.3001,143.1
6/30/17,144.02,22986960,144.45,144.96,143.78
6/29/17,143.68,31450520,144.71,145.13,142.28
6/28/17,145.83,22052920,144.49,146.11,143.1601
6/27/17,143.73,24725210,145.01,146.16,143.62
6/26/17,145.82,25674500,147.17,148.28,145.38
6/23/17,146.28,35421310,145.13,147.16,145.11
6/22/17,145.63,19082170,145.77,146.7,145.1199
6/21/17,145.87,21247590,145.52,146.0693,144.61
6/20/17,145.01,24877950,146.87,146.87,144.94
6/19/17,146.34,32203640,143.66,146.74,143.66
6/16/17,142.27,50264540,143.78,144.5,142.2
6/15/17,144.29,31642900,143.32,144.4798,142.21
6/14/17,145.16,31454590,147.5,147.5,143.84
6/13/17,146.59,34089190,147.16,147.45,145.15
6/12/17,145.42,72187710,145.74,146.09,142.51
6/9/17,148.98,64782910,155.19,155.19,146.02
6/8/17,154.99,21144040,155.25,155.54,154.4
6/7/17,155.37,21017560,155.02,155.98,154.48
6/6/17,154.45,26591850,153.9,155.81,153.78
6/5/17,153.93,25277680,154.34,154.45,153.46
6/2/17,155.45,27715140,153.58,155.45,152.89
6/1/17,153.18,16383610,153.17,153.33,152.22
5/31/17,152.76,24452750,153.97,154.17,152.38
5/30/17,153.67,20118620,153.42,154.43,153.33
5/26/17,153.61,21895020,154,154.24,153.31
5/25/17,153.87,19217810,153.73,154.35,153.03
5/24/17,153.34,19201820,153.84,154.17,152.67
5/23/17,153.8,19906170,154.9,154.9,153.31
5/22/17,153.99,22930630,154,154.58,152.91
5/19/17,153.06,26892850,153.38,153.98,152.63
5/18/17,152.54,33520150,151.27,153.34,151.13
5/17/17,150.25,50674280,153.6,154.57,149.71
5/16/17,155.47,19994270,155.94,156.06,154.72
5/15/17,155.7,25912270,156.01,156.65,155.05
5/12/17,156.1,32493770,154.7,156.42,154.67
5/11/17,153.95,27236290,152.45,154.07,152.31
5/10/17,153.26,25779060,153.63,153.94,152.11
5/9/17,153.99,38907940,153.87,154.88,153.45
5/8/17,153.01,48670440,149.03,153.7,149.03
5/5/17,148.96,27254850,146.76,148.98,146.76
5/4/17,146.53,23345970,146.52,147.14,145.81
5/3/17,147.06,45579740,145.59,147.49,144.27
5/2/17,147.51,44182930,147.54,148.09,146.84
5/1/17,146.58,33498270,145.1,147.2,144.96
4/28/17,143.65,20783460,144.09,144.3,143.27
4/27/17,143.79,14198660,143.923,144.16,143.31
4/26/17,143.68,19998050,144.47,144.6,143.3762
4/25/17,144.53,18325720,143.91,144.9,143.87
4/24/17,143.64,17117710,143.5,143.95,143.18
4/21/17,142.27,17290900,142.44,142.68,141.85
4/20/17,142.44,23294040,141.22,142.92,141.16
4/19/17,140.68,17302160,141.88,142,140.45
4/18/17,141.2,14676420,141.41,142.04,141.11
4/17/17,141.83,16529130,141.48,141.88,140.87
4/13/17,141.05,17775510,141.91,142.38,141.05
4/12/17,141.8,20320420,141.6,142.15,141.01
4/11/17,141.63,30341520,142.94,143.35,140.06
4/10/17,143.17,18904680,143.6,143.8792,142.9
4/7/17,143.34,16658660,143.73,144.18,143.27
4/6/17,143.66,21131040,144.29,144.52,143.45
4/5/17,144.02,27649500,144.22,145.46,143.81
4/4/17,144.77,19865300,143.25,144.89,143.17
4/3/17,143.7,19970040,143.71,144.12,143.05
3/31/17,143.66,19576480,143.72,144.27,143.01
3/30/17,143.93,21189000,144.19,144.5,143.5
3/29/17,144.12,29174040,143.68,144.49,143.19
3/28/17,143.8,33348400,140.91,144.04,140.62
3/27/17,140.88,23531670,139.39,141.22,138.62
3/24/17,140.64,22355140,141.5,141.74,140.35
3/23/17,140.92,20299310,141.26,141.5844,140.61
3/22/17,141.42,25804820,139.845,141.6,139.76
3/21/17,139.84,39461130,142.11,142.8,139.73
3/20/17,141.46,21258100,140.4,141.5,140.23
3/17/17,139.99,43700570,141,141,139.89
3/16/17,140.69,19173780,140.72,141.02,140.26
3/15/17,140.46,25676720,139.41,140.7501,139.025
3/14/17,138.99,15281850,139.3,139.65,138.84
3/13/17,139.2,17048800,138.85,139.43,138.82
3/10/17,139.14,19578920,139.25,139.3571,138.64
3/9/17,138.68,22117750,138.74,138.79,137.05
3/8/17,139,18695500,138.95,139.8,138.82
3/7/17,139.52,17439210,139.06,139.98,138.79
3/6/17,139.34,21229890,139.365,139.77,138.5959
3/3/17,139.78,21555370,138.78,139.83,138.59
3/2/17,138.96,26170690,140,140.2786,138.76
3/1/17,139.79,36362440,137.89,140.15,137.595
2/28/17,136.99,23446340,137.08,137.435,136.7
2/27/17,136.93,20222210,137.14,137.435,136.28
2/24/17,136.66,21754600,135.91,136.66,135.28
2/23/17,136.53,20762360,137.38,137.48,136.3
2/22/17,137.11,20769030,136.43,137.12,136.11
2/21/17,136.7,24487200,136.23,136.75,135.98
2/17/17,135.72,22163280,135.1,135.83,135.1
2/16/17,135.345,22539860,135.67,135.9,134.8398
2/15/17,135.51,35578640,135.52,136.27,134.62
2/14/17,135.02,33054500,133.47,135.09,133.25
2/13/17,133.29,22989980,133.08,133.82,132.75
2/10/17,132.12,20046250,132.46,132.94,132.05
2/9/17,132.42,28321440,131.65,132.445,131.12
2/8/17,132.04,22941650,131.35,132.22,131.22
2/7/17,131.53,38158410,130.54,132.09,130.45
2/6/17,130.29,26784530,129.13,130.5,128.9
2/3/17,129.08,24460160,128.31,129.19,128.16
2/2/17,128.53,33671250,127.975,129.39,127.78
2/1/17,128.75,111837300,127.03,130.49,127.01
1/31/17,121.35,47767760,121.15,121.39,120.62
1/30/17,121.63,30327110,120.93,121.63,120.66
1/27/17,121.95,20495340,122.14,122.35,121.6
1/26/17,121.94,26320740,121.67,122.44,121.6
1/25/17,121.88,32417410,120.42,122.1,120.28
1/24/17,119.97,23191150,119.55,120.1,119.5
1/23/17,120.08,21982000,120,120.81,119.77
1/20/17,120,29922650,120.45,120.45,119.7346
1/19/17,119.78,25554290,119.4,120.09,119.37
1/18/17,119.99,23687350,120,120.5,119.71
1/17/17,120,34412090,118.34,120.24,118.22
1/13/17,119.04,26083030,119.11,119.62,118.81
1/12/17,119.25,27057550,118.895,119.3,118.21
1/11/17,119.75,27453130,118.74,119.93,118.6
1/10/17,119.11,24432660,118.77,119.38,118.3
1/9/17,118.99,33420290,117.95,119.43,117.94
1/6/17,117.91,31714820,116.78,118.16,116.47
1/5/17,116.61,22115100,115.92,116.8642,115.81
1/4/17,116.02,21081620,115.85,116.51,115.75
1/3/17,116.15,28769220,115.8,116.33,114.76
12/30/16,115.82,30555900,116.65,117.2,115.43
12/29/16,116.73,14979680,116.45,117.1095,116.4
12/28/16,116.76,20686510,117.52,118.0166,116.2
12/27/16,117.26,18131970,116.52,117.8,116.49
12/23/16,116.52,14244050,115.59,116.52,115.59
12/22/16,116.29,26043820,116.35,116.51,115.64
12/21/16,117.06,23724430,116.8,117.4,116.78
12/20/16,116.95,21337310,116.74,117.5,116.68
12/19/16,116.64,27756760,115.8,117.38,115.75
12/16/16,115.97,44284660,116.47,116.5,115.645
12/15/16,115.82,46286150,115.38,116.73,115.23
12/14/16,115.19,33962370,115.04,116.2,114.98
12/13/16,115.19,43293350,113.84,115.92,113.75
12/12/16,113.3,26176690,113.29,115,112.49
12/9/16,113.95,34324350,112.31,114.7,112.31
12/8/16,112.12,27049830,110.86,112.43,110.6
12/7/16,111.03,29976030,109.26,111.19,109.16
12/6/16,109.95,26160560,109.5,110.36,109.19
12/5/16,109.11,34113880,110,110.03,108.25
12/2/16,109.9,26481320,109.17,110.09,108.85
12/1/16,109.49,37034520,110.365,110.94,109.03
11/30/16,110.52,36151450,111.6,112.2,110.27
11/29/16,111.46,28507780,110.78,112.03,110.07
11/28/16,111.57,27054320,111.43,112.465,111.39
11/25/16,111.79,11475920,111.13,111.87,110.95
11/23/16,111.23,27420550,111.36,111.51,110.33
11/22/16,111.8,25931710,111.95,112.42,111.4
11/21/16,111.73,29164190,110.12,111.99,110.01
11/18/16,110.06,28310840,109.72,110.54,109.66
11/17/16,109.95,27623150,109.81,110.35,108.83
11/16/16,109.99,58724080,106.7,110.23,106.6
11/15/16,107.11,32230590,106.57,107.68,106.1593
11/14/16,105.71,50901380,107.71,107.809,104.08
11/11/16,108.43,34117030,107.12,108.87,106.55
11/10/16,107.79,57097740,111.09,111.09,105.83
11/9/16,110.88,59118740,109.88,111.32,108.05
11/8/16,111.06,24129630,110.31,111.72,109.7
11/7/16,110.41,32361930,110.08,110.51,109.46
11/4/16,108.84,30790930,108.53,110.25,108.11
11/3/16,109.83,26538700,110.98,111.46,109.55
11/2/16,111.59,28174980,111.4,112.35,111.23
11/1/16,111.49,43403760,113.46,113.77,110.53
10/31/16,113.54,26378910,113.65,114.23,113.2
10/28/16,113.72,36792100,113.87,115.21,113.45
10/27/16,114.48,31396130,115.39,115.86,114.1
10/26/16,115.59,66028640,114.31,115.7,113.31
10/25/16,118.25,46820600,117.95,118.36,117.31
10/24/16,117.65,23492650,117.1,117.74,117
10/21/16,116.6,22527690,116.81,116.91,116.28
10/20/16,117.06,24100150,116.86,117.38,116.33
10/19/16,117.12,19977160,117.25,117.76,113.8
10/18/16,117.47,24308210,118.18,118.21,117.45
10/17/16,117.55,23583810,117.33,117.84,116.78
10/14/16,117.63,35626020,117.88,118.17,117.13
10/13/16,116.98,35041820,116.79,117.44,115.72
10/12/16,117.34,37512930,117.35,117.98,116.75
10/11/16,116.3,63963010,117.7,118.69,116.2
10/10/16,116.05,36087910,115.02,116.75,114.72
10/7/16,114.06,24336440,114.31,114.56,113.51
10/6/16,113.89,28508710,113.7,114.34,113.13
10/5/16,113.05,21400410,113.4,113.66,112.69
10/4/16,113,29707270,113.06,114.31,112.63
10/3/16,112.52,21634520,112.71,113.05,112.28
9/30/16,113.05,36340670,112.46,113.37,111.8
9/29/16,112.18,35850010,113.16,113.8,111.8
9/28/16,113.95,29608390,113.69,114.64,113.43
9/27/16,113.09,24587490,113,113.18,112.34
9/26/16,112.88,29800240,111.64,113.39,111.55
9/23/16,112.71,52411070,114.42,114.79,111.55
9/22/16,114.62,31048170,114.35,114.94,114
9/21/16,113.55,35951900,113.85,113.989,112.441
9/20/16,113.57,34494150,113.05,114.12,112.51
9/19/16,113.58,46937190,115.19,116.18,113.25